#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
1048,blendinteractive,ez5tutorial,1,1,1137,24,25739,None,None,None,None,11583,1,24,24,11583,1,21,21
1049,remdex,hppg,2,2,2247,1016,6159,None,None,None,None,5900,2,1014,1016,5900,1,1,1
1050,jeanpi,360website,5,5,1145,26,161,None,None,None,None,11584,5,20,26,11584,1,1,1
1051,hellais,OONI-design,2,2,1492,2,7,None,None,None,None,11589,2,1,2,11589,1,2,2
1052,spadidar,theorem_prover,2,2,1164,2,575,None,None,None,None,11591,2,1,2,11591,1,4,4
1053,dudes,RiverRaid,5,5,1128,42,995,None,None,None,None,11593,5,19,42,11593,1,2,2
1054,webmatrixxxl,TelerikHomework,4,4,1132,140,14697,None,None,None,None,11599,4,61,140,11600,1,3,3
1055,kort,kort-docu,2,2,1191,13,287,None,None,None,None,11603,2,10,13,11602,1,8,8
1056,Edytor,Edytor-graficzny,4,4,1128,24,109,None,None,None,None,11604,4,10,24,11605,1,1,1
1057,xiaol,singularity-clover,1,1,1388,11,1455,None,None,None,None,11608,1,11,11,11608,1,1,1
1058,2scooter,SeniorDesign,8,8,1154,79,1413,None,None,None,None,11609,8,32,79,11609,1,1,1
1059,vistalab,vistatest,6,6,1173,51,243,None,None,None,None,11618,6,27,51,11617,1,1,1
1060,mhlopko,mhlopko.github.com,29,36,1545,199,177,None,None,None,None,3137,36,73,199,11624,1,1,1
1061,batatero,arquiteturaPHP00,3,3,1125,45,1207,None,None,None,None,11625,3,34,45,11625,1,2,2
1062,miguellosa,EAPLI_PL_2DF,6,6,1131,29,193,None,None,None,None,10898,6,11,29,11632,1,1,1
1063,GDGPardubice,design-patterns-in-action,4,4,1127,78,573,None,None,None,None,11635,4,32,78,11635,3,8,12
1064,letama,frameworks_base,678,1051,2723,88950,46237,None,None,None,None,260,1051,4330,88950,147,1,5,5
1065,CMPUT301W13T11,FoodBook,9,9,1123,474,944,None,None,None,None,11638,9,164,474,11638,1,5,5
1066,tbrunell,piwik-openshift-quickstart,2,2,1246,4,2623,None,None,None,None,11642,2,3,4,11642,1,1,1
1067,djcldns,Piwik-openshift-quickstart,3,3,1246,5,2625,None,None,None,None,11643,3,3,5,11643,1,1,1
1068,sbrissen,tsmpoolparty_frameworks_base,2,5,1700,33,16731,None,None,None,None,8251,5,27,33,8251,1,2,2
1069,Bojan011,group9-app,2,2,1122,40,321,None,None,None,None,11646,2,39,40,11646,1,2,2
1070,atok,POWERsim,5,5,1124,43,128,None,None,None,None,11649,5,20,43,11651,1,1,1
1071,droolsjbpm,optaplanner,72,78,3773,5918,13659,None,None,None,None,11398,78,5004,5918,11398,1,3,3
1072,javibgm,MoodlePython,1,1,1126,50,416,None,None,None,None,11719,1,50,50,11719,1,16,16
1073,gldiazcardenas,CLASSModeler,4,4,1116,280,847,None,None,None,None,11722,4,113,280,11723,2,2,3
1074,hobelinm,LibrarySystem,1,1,1123,14,59,None,None,None,None,11724,1,14,14,11724,1,1,1
1075,postasz,postasz,3,3,1131,12,29,None,None,None,None,11725,3,9,12,11283,1,2,2
1076,zerkalica,phpuml,1,1,1252,2,402,None,None,None,None,11726,1,2,2,11726,1,1,1
1077,halcv,TwitterTrendsSearch,1,1,1121,3,49,None,None,None,None,11727,1,3,3,11727,1,2,2
1078,DirectOutput,DirectOutput,2,2,1124,420,6045,None,None,None,None,11729,2,418,420,,0,,0
1079,GII,JEAF,2,2,1131,34,6219,None,None,None,None,11730,2,17,34,11731,1,2,2
1080,OpenNTF,org.openntf.domino,27,27,1127,2494,35547,None,None,None,None,11748,27,466,2494,,0,,0
1081,martynakasprzyk,mkasprzyk,1,1,1124,12,23,None,None,None,None,11759,1,12,12,11759,1,1,1
1082,maggietsss,mtarnowska,2,2,1124,8,24,None,None,None,None,11761,2,7,8,11761,1,1,1
1083,siropo,Telerik_academy_homework,1,1,1121,12,2306,None,None,None,None,11762,1,12,12,11762,1,1,1
1084,jcfr,Slicer3,72,72,3721,14531,11376,None,None,None,None,11764,72,3035,14531,11817,1,2,2
1085,polinaak,Polina-Telerik-Academy,1,1,1144,28,9817,None,None,None,None,11835,1,28,28,11835,1,1,1
1086,Mubat,lab1_NetCracker,3,3,1142,32,159,None,None,None,None,11838,3,30,32,11838,1,1,1
1087,Steffkn,TelerikAcademy,2,2,1124,37,7100,None,None,None,None,11839,2,36,37,11839,1,2,2
1088,caromill,orchestrate-backbone,6,6,1201,46,520,None,None,None,None,6638,6,35,46,6638,1,1,1
1089,anilkagak2,EventsMap,2,2,1121,26,18,None,None,None,None,11845,2,22,26,11845,1,3,3
1090,wakku,Tumblr,4,4,1124,88,1379,None,None,None,None,11847,4,69,88,11847,1,1,1
1091,pabloviquez,wikiexample,1,1,1123,17,41,None,None,None,None,11851,1,17,17,11851,1,1,1
1092,zarac,tosee,2,2,1124,36,92,None,None,None,None,11852,2,33,36,11853,1,1,1
1093,finmath,finmath-lib,5,5,1115,1627,1424,None,None,None,None,11854,5,1621,1627,11854,1,20,20
1094,mycelial,spore,2,2,1160,3,15380,None,None,None,None,11859,2,2,3,11859,1,1,1
1095,Igosuki,implemit,2,2,1150,3,239,None,None,None,None,11862,2,2,3,11861,1,1,1
1096,biolab,orange3,71,71,2746,4937,2246,None,None,None,None,11865,71,971,4937,,0,,0
1097,intoccabil,NavCam,1,1,1258,10,155,None,None,None,None,11935,1,10,10,11935,1,2,2
1098,udomsak,JMeter,6,6,1616,955,2591,None,None,None,None,11937,6,431,955,11936,1,2,2
1099,nimbus154,UnnaturalGeeks,7,7,1123,107,238,None,None,None,None,11942,7,89,107,11943,1,1,1
1100,daniel-j,node-chatrooms,2,2,1122,14,71,None,None,None,None,11949,2,12,14,11949,1,1,1
1101,flo-1-,SWT13-WB,11,11,1122,168,4371,None,None,None,None,11953,11,58,168,11953,1,3,3
1102,ZhanruiLiang,sys-analysis,5,5,1121,174,131,None,None,None,None,11962,5,56,174,11963,3,3,5
1103,seagoatvision,seagoatvision,29,30,1334,954,690,None,None,None,None,11968,30,667,954,11968,1,1,1
1104,CryptoCall,pjsip,7,7,3808,3594,3025,None,None,None,None,11997,7,2767,3594,11997,1,3,3
1105,faux123,android_frameworks_base,1,85,1797,330,14442,None,None,None,None,8874,85,125,330,8874,1,2,2
1106,RokkaPerkele,OhHa,1,1,1121,31,492,None,None,None,None,12004,1,31,31,12004,1,1,1
1107,gloaec,perl-ecommerce,6,7,1119,85,259,None,None,None,None,12006,7,54,85,12006,1,4,4
1108,jreese,snailspace,5,5,3036,519,451,None,None,None,None,12013,5,173,519,12012,1,1,1
1109,jniemisto,gradu,1,1,1250,22,41,None,None,None,None,12017,1,22,22,12017,1,1,1
1110,JDK-X,platform_frameworks_base,538,861,2723,62118,39665,None,None,None,None,237,861,4188,62118,147,1,5,5
1111,RodrigoKuninari,BPMN2,2,2,1119,5,40,None,None,None,None,12019,2,4,5,12019,1,2,2
1112,padsof-uam,adsof,3,3,1120,41,1722,None,None,None,None,12023,3,21,41,12022,2,11,13
1113,jegm88,GBlock,4,4,1124,44,354,None,None,None,None,12024,4,25,44,12024,2,2,4
1114,fernandabonfat,Brazucas,4,4,1116,19,7120,None,None,None,None,12031,4,13,19,12031,1,1,1
1115,genworks,gendl,9,9,1626,673,3883,None,None,None,None,12035,9,495,673,12035,2,4,8
1116,benoitfragit,projet_ensea,4,4,1120,142,472,None,None,None,None,12041,4,116,142,12041,1,3,3
1117,seam,remoting,14,14,2312,340,646,None,None,None,None,12045,14,139,340,,0,,0
1118,alexander-lebed,airline,1,1,1119,4,4,None,None,None,None,12058,1,4,4,12058,1,2,2
1119,fmouta,EAPLI_PL_2DH,24,24,1119,97,379,None,None,None,None,12060,24,14,97,12064,1,1,1
1120,cleinias,Homeo,2,2,1141,398,805,None,None,None,None,12085,2,247,398,12085,1,1,1
1121,houkensjtu,interFOAM,1,1,1120,2,8144,None,None,None,None,12086,1,2,2,12086,1,228,228
1122,sebastianrahtz,oxgarage,6,6,2045,144,1314,None,None,None,None,12087,6,54,144,12087,2,7,8
1123,kilaulena,thesis_de,1,1,1987,4,82,None,None,None,None,12093,1,4,4,12093,1,5,5
1124,dodev,RoadDataCollector,9,9,1120,69,156,None,None,None,None,12094,9,49,69,12094,1,1,1
1125,juandiegor,Case-Study-1,4,4,1320,7,37,None,None,None,None,12104,4,3,7,12106,1,1,1
1126,juandiegor,STSE20122,2,2,1121,5,45,None,None,None,None,12105,2,3,5,12107,1,1,1
1127,olamy,tesla,43,43,4599,9436,18927,None,None,None,None,12109,43,2408,9436,12116,1,1,1
1128,Polytheus,android_frameworks_base,204,350,2723,10279,20700,None,None,None,None,237,350,3813,10279,147,1,5,5
1129,Tmw,HRO-DesignPatterns-HW,1,1,1147,34,102,None,None,None,None,12151,1,34,34,12151,1,13,13
1130,4201715125,S4201715125V1,6,6,1119,51,303,None,None,None,None,12153,6,20,51,12156,1,1,1
1131,atniptw,massive-octo-ninja,5,5,1119,118,1720,None,None,None,None,12160,5,54,118,12158,1,1,1
1132,krosenvold,maven,66,79,4599,10118,16990,None,None,None,None,12109,79,2447,10118,12116,1,1,1
1133,CNERG,DTK_Documents,2,2,1176,24,158,None,None,None,None,12203,2,17,24,12204,1,1,1
1134,ilkerde,ilkerde.github.com,2,2,1121,42,1095,None,None,None,None,12206,2,41,42,12206,1,2,2
1135,jkarenko,ohha,4,4,1120,37,79,None,None,None,None,12208,4,22,37,12208,1,1,1
1136,matthew-somers,151project,4,4,1248,33,66,None,None,None,None,12213,4,14,33,12214,1,1,1
1137,dougm,jets3t,3,3,3561,706,2404,None,None,None,None,12216,3,704,706,12216,1,1,1
1138,RJ,playdar,23,27,2597,1122,1912,None,None,None,None,12237,27,225,1122,,0,,0
1139,hoffmanc,FileHelpers,4,4,3693,736,1655,None,None,None,None,12246,4,695,736,12246,1,12,12
1140,mcneves,EAPLI_PL_2DE,20,19,1117,243,189,None,None,None,None,12254,19,49,243,12255,3,2,4
1141,chunhualiao,ROSE-web-docs,1,1,1165,1,27640,None,None,None,None,12271,1,1,1,12271,1,12,12
1142,ptaq666,Trajectory-1.0,1,1,1152,3,29,None,None,None,None,12272,1,3,3,12272,1,1,1
1143,GhostRom,ghost_frameworks_base,1,1,1116,4,23052,None,None,None,None,12273,1,4,4,12273,1,2,2
1144,jeromerousselot,mixim-uwb,19,20,3487,1399,3452,None,None,None,None,12293,20,472,1399,12284,2,5,9
1145,emmagustaf,uDoDo,6,6,1114,597,200,None,None,None,None,12295,6,195,597,12299,1,1,1
1146,HamiltonSantos,TCC,9,9,1154,197,3423,None,None,None,None,12307,9,54,197,12306,4,6,16
1147,agupta13,mPaaS,7,7,1117,39,672,None,None,None,None,12308,7,25,39,12309,1,1,1
1148,Calleberg,Operation_5A,5,5,1113,601,378,None,None,None,None,12319,5,205,601,,0,,0
1149,rafamanzo,SIGP,17,17,1684,282,408,None,None,None,None,12321,17,107,282,12321,1,1,1
